No,GACAR PART,SUBPART,Subpart Section,Subpart Subsection,SUBPART HEADING,SUBPART SECTION HEADING,REGULATION  STATEMENT
1,47,A,47.1,A,General,Applicability,"(a) Except as provided in paragraph (b) of this section, this part prescribes the requirements for registering aircraft in the Kingdom of Saudi Arabia (KSA)."
2,47,A,47.1,B,General,Applicability,(b) Registration under this part is not required for model aircraft issued registration permits under General Authority of Civil Aviation Regulation (GACAR) Part 101 or ultralight vehicles issued registration permits under GACAR Part 103.
3,47,A,47.1,C,General,Applicability,(c) Registration under this part is not required for small unmanned aircraft and model aircraft registered under GACAR Part 48.
4,47,A,47.3,A,General,Registration Eligibility,"(a) Except as provided in paragraph (b) of this section, an aircraft may be registered in the Kingdom of Saudi Arabia only when the aircraft is—"
5,47,A,47.3,-,General,Registration Eligibility,(1) Not registered under the laws of a foreign country and
6,47,A,47.3,-,General,Registration Eligibility,(2) Owned by—
7,47,A,47.3,-,General,Registration Eligibility,(i) A KSA citizen;
8,47,A,47.3,-,General,Registration Eligibility,"(ii) An entity not a citizen of the Kingdom of Saudi Arabia when the entity is organized
and doing business under the laws of the Kingdom of Saudi Arabia, and the aircraft is based and used primarily in the Kingdom of Saudi Arabia; or"
9,47,A,47.3,,General,Registration Eligibility,(iii) The KSA government.
10,47,A,47.3,-,General,Registration Eligibility,"(iv) An entity not a citizen of the Kingdom of Saudi Arabia when the entity is entered into
a Dry Lease agreement with a KSA air operator or entity doing business under the laws of
the Kingdom of Saudi Arabia."
11,47,A,47.3,B,General,Registration Eligibility,(b) An aircraft is not eligible for registration under this part unless that aircraft is eligible for an airworthiness certificate under Subpart F of GACAR Part 21 or the aircraft is an unmanned aircraft that is required to be registered under the GACAR.
12,47,A,47.5,-,General,Registration Required,"No person may operate an aircraft that is eligible for registration in the Kingdom of Saudi Arabia, unless the aircraft—"
13,47,A,47.5,A,General,Registration Required,(a) Has been registered by and in the name of its owner;
14,47,A,47.5,B,General,Registration Required,"(b) Is an aircraft of the Armed Forces, or"
15,47,A,47.5,C,General,Registration Required,(c) Has been authorized by the President to operate within the territory of the Kingdom of Saudi Arabia for technical testing or other purposes.
16,47,A,47.7,A,General,Applicants.,(a) A person who wishes to register an aircraft in the Kingdom of Saudi Arabia must apply according to the requirements prescribed in Subpart B of this part.
17,47,A,47.7,B,General,Applicants.,(b) An aircraft must be registered by and in the legal name of its owner.
