No,GACAR PART,SUBPART,Subpart Section,Subpart Subsection,SUBPART HEADING,SUBPART SECTION HEADING,REGULATION  STATEMENT
1,66,A,66.1,-,General,Applicability,"This part prescribes the requirements for issuing the following certificates and associated ratings and authorizations and the privileges and limitations for the holders of those certificates, ratings and authorizations:"
2,66,A,66.1,-,General,Applicability,"(a) Mechanic certificate,"
3,66,A,66.1,-,General,Applicability,"(b) Repairman certificate, and"
4,66,A,66.1,-,General,Applicability,(c) Light-sport aircraft (LSA) repairman certificate.
5,66,A,66.3,A,General,Offenses Involving Psychoactive Substances,"(a) A conviction for the violation of any law relating to the growing, processing, manufacture, sale, disposition, possession, transportation, usage or importation of psychoactive substances is grounds for—"
6,66,A,66.3,-,General,Offenses Involving Psychoactive Substances,(1) Denial of an application for any certificate or rating issued under this part for a period of up to 1 year after the date of final conviction or
7,66,A,66.3,-,General,Offenses Involving Psychoactive Substances,(2) Suspension or revocation of any certificate or rating issued under this part.
8,66,A,66.3,B,General,Offenses Involving Psychoactive Substances,"(b) A refusal to submit to a test to indicate the presence of a psychoactive substance in the body, when requested by an authorized Government representative is grounds for—"
9,66,A,66.3,-,General,Offenses Involving Psychoactive Substances,(1) Denial of an application for any certificate or rating issued under this part for a period of up to 1 year after the date of final conviction or
10,66,A,66.3,-,General,Offenses Involving Psychoactive Substances,(2) Suspension or revocation of any certificate or rating issued under this part.
11,66,A,66.5,A,General,General Proccedures,"(a) Tests prescribed by or under this part are given at times and places, and by persons, designated by the President."
12,66,A,66.5,B,General,General Proccedures,(b) The minimum passing grade for each test is 70 percent.
13,66,A,66.7,A,General,Written Tests: Cheating or Other Unauthorized Conduct,"(a) Except as authorized by the President, no person may—"
14,66,A,66.7,-,General,Written Tests: Cheating or Other Unauthorized Conduct,"(1) Copy, or intentionally remove, a written test under this part;"
15,66,A,66.7,-,General,Written Tests: Cheating or Other Unauthorized Conduct,"(2) Give to another, or receive from another, any part or copy of that test;"
16,66,A,66.7,-,General,Written Tests: Cheating or Other Unauthorized Conduct,"(3) Give help on that test to, or receive help on that test from, any person during the period that test is being given;"
17,66,A,66.7,-,General,Written Tests: Cheating or Other Unauthorized Conduct,(4) Perform any part of that test on behalf of another person;
18,66,A,66.7,-,General,Written Tests: Cheating or Other Unauthorized Conduct,(5) Use any material or aid during the period that test is being given; or
19,66,A,66.7,-,General,Written Tests: Cheating or Other Unauthorized Conduct,"(6) Intentionally cause, assist, or participate in any act prohibited by this section."
20,66,A,66.7,B,General,Written Tests: Cheating or Other Unauthorized Conduct,"(b) No person who commits an act prohibited by paragraph (a) of this section is eligible for any airman certificate or rating for a period of 1 year after the date of final conviction. In addition, the commission of an act prohibited by paragraph (a) of this section is a basis for suspending or revoking any airman certificate or rating held by that person."
21,66,A,66.9,-,General,Retesting After Failure,"An applicant for a written, oral, or practical test for a certificate and rating, or for an additional rating under this part, may apply for retesting—"
22,66,A,66.9,A,General,Retesting After Failure,(a) After 30 days from the date the applicant failed the test or
23,66,A,66.9,B,General,Retesting After Failure,"(b) Before the 30 days have expired if the applicant presents a signed statement from an airman holding the General Authority of Civil Aviation (GACA) certificate and rating sought by the applicant, certifying that the airman has given the applicant additional instruction in each of the subjects failed and that the airman considers the applicant ready for retesting."
24,66,A,66.11,A,General,Change of Name or Address,(a) An application to change the name on a certificate issued under this part must be accompanied by—
25,66,A,66.11,-,General,Change of Name or Address,"(1) The applicant’s certificate,"
26,66,A,66.11,-,General,Change of Name or Address,"(2) A legal document verifying the name change, and"
27,66,A,66.11,-,General,Change of Name or Address,"(3) Evidence of payment of the applicable fee in accordance with the Implementation
Regulation of the Civil Aviation Tariff Act."
28,66,A,66.11,B,General,Change of Name or Address,"(b) The documents in paragraph (a) of this section will be returned to the applicant after
inspection."
29,66,A,66.11,C,General,Change of Name or Address,"(c) The holder of a certificate issued under this part who has made a change in permanent mailing
address may not, after 30 days from that date, exercise the privileges of the certificate unless he has
notified the GACA in writing of his new permanent mailing address."
30,66,A,66.13,A,General,Replacement of Lost or Destroyed Certificate,"(a) A person whose certificate issued under this part has been lost or destroyed may obtain, in a form or manner approved by the President, a document conveying temporary authority to exercise the privileges of the airman's certificate. This document may be carried as a certificate for a period not to exceed 60 working days pending his receiving a duplicate certificate under paragraph (a) of this section, unless he has been notified that the certificate has been suspended or revoked."
31,66,A,66.13,B,General,Replacement of Lost or Destroyed Certificate,(b) An application for a replacement of a lost or destroyed certificate is made by letter to the President. The letter must—
32,66,A,66.13,-,General,Replacement of Lost or Destroyed Certificate,"(1) Contain the name in which the certificate was issued, the permanent mailing address, date and place of birth of the certificate holder, and any available information regarding the number and date of issue of the certificate, the ratings on it, and any authorizations attached to the certificate."
33,66,A,66.13,-,General,Replacement of Lost or Destroyed Certificate,"(2) Be accompanied by evidence of payment of the applicable fee in accordance with the
Implementation Regulation of the Civil Aviation Tariff Act."
34,66,A,66.15,-,General,Assessments for Previous Competence,A mechanic certificate or license holder from contracting states to the Convention on International Civil Aviation who wishes to seek certification under this part will be subject to an assessment of previous competence in the rating in which he seeks to receive a certificate and rating(s) under this part.
35,66,B,66.31,A,Issuance of Certificate,Application and Issue,"(a) Application for a certificate, rating or authorization under this part must be made on a form and in a manner prescribed by the President. Each person who applies for a certificate, rating, or authorization issued under this part must show evidence that the fee prescribed in the Implementation Regulation of the Civil Aviation Tariff Act has been paid."
36,66,B,66.31,B,Issuance of Certificate,Application and Issue,"(b) An applicant who meets the requirements of this part may receive the appropriate certificate, rating, or authorization."
37,66,B,66.31,C,Issuance of Certificate,Application and Issue,"(c) Unless approved by the President, a person whose mechanic or repairman certificate is
suspended may not apply for any rating or authorization to be added to that certificate during the period of suspension."
38,66,B,66.31,D,Issuance of Certificate,Application and Issue,"(d) Unless the order of revocation provides otherwise, a person whose mechanic or repairman certificate is revoked may not apply for the same kind of certificate for 1 year after the date of revocation."
39,66,B,66.33,-,Issuance of Certificate,Temporary Certificate,"At the discretion of the President, a certificate, rating, or authorization effective for a period of not more than 120 days may be issued to an applicant, pending review of his application and supplementary documents and the issue of the certificate, rating, or authorization for which he applied."
40,66,B,66.35,A,Issuance of Certificate,Duration of Certificate,"(a) A certificate, rating, or authorization issued under this part is effective—"
41,66,B,66.35,-,Issuance of Certificate,Duration of Certificate,"(1) Until validity as endorsed on the certificate, rating, or authorization is expired; or"
42,66,B,66.35,-,Issuance of Certificate,Duration of Certificate,"(2) Until the certificate, rating, or authorization is surrendered, suspended, or revoked."
