No,GACAR PART,SUBPART,Subpart Section,Subpart Subsection,SUBPART HEADING,SUBPART SECTION HEADING,REGULATION  STATEMENT
,119,A,119.1,A,General,Applicability,"(a) This part applies to each person operating or intending to operate civil aircraft in commercial operations or noncommercial operations, whose activities must be conducted in accordance with a certificate as required under Subpart B of this part. For the purposes of this part, commercial operations has the same meaning as commercial air transportation."
,119,A,119.1,B,General,Applicability,(b) This part prescribes—
,119,A,119.1,-,General,Applicability,"(1) The types of certificates issued by the General Authority of Civil Aviation (GACA),
including Air Operator Certificates (AOC) for commercial operators, and Operator Certificates
(OC) for noncommercial operators;"
,119,A,119.1,-,General,Applicability,"(2) The certification requirements an operator must meet in order to obtain and hold a certificate authorizing operations under General Authority of Civil Aviation Regulation (GACAR) Part 121, 125, or 135 and operations specifications for each kind of operation to be conducted;"
,119,A,119.1,-,General,Applicability,"(3) The requirements an operator must meet to conduct operations under GACAR Part 121, 125, or 135;"
,119,A,119.1,-,General,Applicability,(4) Requirements affecting leasing of aircraft; and
,119,A,119.1,-,General,Applicability,(5) Requirements for obtaining special authority to perform operations under an Armed Forces contract and special authority to perform an emergency operation.
,119,A,119.1,C,General,Applicability,"(c) Persons subject to this part must comply with the other requirements of the GACAR, except where those requirements are modified by or where additional requirements are imposed by GACAR Part 121, 125, or 135."
,119,A,119.1,D,General,Applicability,(d) This part does not apply to activities conducted by foreign air carriers under GACAR Part 129.
,119,A,119.1,E,General,Applicability,(e) This part does not apply to aerial work operations conducted under GACAR Part 133.
,119,A,119.3,A,General,"Certifications, Authorizations, and Prohibitions",(a) A person authorized by the President to conduct operations as a commercial operator under GACAR Part 121 or 135 will be issued an AOC.
,119,A,119.3,B,General,"Certifications, Authorizations, and Prohibitions",(b) A person authorized by the President to conduct operations as a noncommercial operator under GACAR Part 125 will be issued an OC.
,119,A,119.3,C,General,"Certifications, Authorizations, and Prohibitions",(c) A person authorized to engage in commercial operations under both GACAR Parts 121 and 135 will be issued an AOC with a set of operations specifications for operations under GACAR Part 121 and a separate AOC with a set of operations specifications for operations under GACAR Part 135.
,119,A,119.3,D,General,"Certifications, Authorizations, and Prohibitions",(d) A certificate holder must conduct operations in compliance with—
,119,A,119.3,-,General,"Certifications, Authorizations, and Prohibitions",(1) The requirements for the kind of operation conducted and
,119,A,119.3,-,General,"Certifications, Authorizations, and Prohibitions","(2) The appropriate authorizations, limitations, and procedures specified in the operations
specifications for each kind of operation."
,119,A,119.3,E,General,"Certifications, Authorizations, and Prohibitions","(e) No person may operate an aircraft under GACAR Part 121, 125, or 135 in violation of an AOC, OC, or appropriate operations specifications issued. No person may operate as a commercial operator or noncommercial operator in violation of any exemption or special authority, if issued to that person or that person’s representative."
,119,A,119.3,F,General,"Certifications, Authorizations, and Prohibitions",(f) No person may operate as a commercial operator under this part without holding appropriate economic authority from the GACA.
,119,A,119.3,G,General,"Certifications, Authorizations, and Prohibitions",(g) No person may advertise or otherwise offer to perform an operation subject to this part unless that person is authorized by the President to conduct that operation.
,119,A,119.5,-,General,Operations Specifications,Each certificate holder’s operations specifications must contain—
,119,A,119.5,A,General,Operations Specifications,"(a) The authorizations, limitations, and certain procedures under which each kind of operation, if applicable, is to be conducted and"
,119,A,119.5,B,General,Operations Specifications,(b) Certain other procedures under which each class of aircraft is to be operated.
,119,A,119.7,A,General,Safety Management System,"(a) Certificate holders authorized to conduct operations under GACAR Part 121, 125 or 135 must have a Safety Management System (SMS) that meets the requirements of GACAR Part 5 and is acceptable to the President."
,119,A,119.7,B,General,Safety Management System,"(b) A person applying to the President for an AOC or OC to conduct operations under GACAR Part 121, 125 or 135 must demonstrate, as part of the application process under GACAR § 119.35, that it has an SMS that meets the standards set forth in GACAR Part 5 and is acceptable to the President."
,119,A,119.9,A,General,Use of Business Names.,(a) A certificate holder under this part must not operate an aircraft under GACAR Part 121 or 135 using a business name other than a business name appearing in the certificate holder’s operations specifications.
,119,A,119.9,B,General,Use of Business Names.,(b) No person may operate an aircraft under GACAR Part 121 or 135 unless the business name of the certificate holder who is operating the aircraft is legibly displayed on the aircraft and is clearly visible and readable from the outside of the aircraft to a person standing on the ground at any time except during flight time. The means of displaying the business name on the aircraft and its readability must be acceptable to the President.
,119,A,119.9,C,General,Use of Business Names.,(c) No certificate holder may operate a wet leased aircraft under GACAR Part 121 or 135 unless the business name of the lessor is legibly displayed on the aircraft and is clearly visible and readable from the outside of the aircraft to a person standing on the ground at any time except during flight time. The means of displaying the business name on the aircraft and its readability must be acceptable to the President.
,119,B,119.21,A,Applicability of Operating Requirements to Different Kinds of Operations,Operators Engaged in Commercial Operations,(a) This section applies to commercial operations carrying passenger or cargo.
,119,B,119.21,B,Applicability of Operating Requirements to Different Kinds of Operations,Operators Engaged in Commercial Operations,"(b) Each person who conducts commercial operation using Transport Category aircraft or Commuter Category airplanes, must—"
,119,B,119.21,-,Applicability of Operating Requirements to Different Kinds of Operations,Operators Engaged in Commercial Operations,"(1) Comply with the certification and operations specifications requirements of this part and
GACAR Part 121 and"
,119,B,119.21,-,Applicability of Operating Requirements to Different Kinds of Operations,Operators Engaged in Commercial Operations,(2) Be issued an AOC and operations specifications in accordance with those requirements.
,119,B,119.21,C,Applicability of Operating Requirements to Different Kinds of Operations,Operators Engaged in Commercial Operations,(c) Each person who conducts commercial operations using aircraft not addressed in paragraph (b) of this section must—
,119,B,119.21,-,Applicability of Operating Requirements to Different Kinds of Operations,Operators Engaged in Commercial Operations,"(1) Comply with the certification and operations specifications requirements of this part and
GACAR Part 135 and"
,119,B,119.21,-,Applicability of Operating Requirements to Different Kinds of Operations,Operators Engaged in Commercial Operations,(2) Be issued an AOC and operations specifications in accordance with those requirements.
,119,B,119.23,A,Applicability of Operating Requirements to Different Kinds of Operations,Operators Engaged in Noncommercial Operations.,(a) This section applies to noncommercial operations carrying passenger or cargo.
,119,B,119.23,B,Applicability of Operating Requirements to Different Kinds of Operations,Operators Engaged in Noncommercial Operations.,"(b) Each person who conducts noncommercial operations using turbojet airplanes, Transport
Category aircraft, or Commuter Category airplanes, must—"
,119,B,119.23,-,Applicability of Operating Requirements to Different Kinds of Operations,Operators Engaged in Noncommercial Operations.,"(1) Comply with the certification and operations specifications requirements of this part and
GACAR Part 125 and"
,119,B,119.23,-,Applicability of Operating Requirements to Different Kinds of Operations,Operators Engaged in Noncommercial Operations.,(2) Be issued an OC and operations specifications in accordance with those requirements.
,119,C,119.35,-,"Certification, Operations Specifications, and other Requirements For Commercial Operations",Applicability,"This subpart sets out certification requirements and prescribes the content of operations
specifications and certain other requirements for commercial operations."
,119,C,119.37,-,"Certification, Operations Specifications, and other Requirements For Commercial Operations",General Requirements,A person may not operate as a commercial operator unless that person—
,119,C,119.37,A,"Certification, Operations Specifications, and other Requirements For Commercial Operations",General Requirements,"(a) Is a citizen of the Kingdom of Saudi Arabia,"
,119,C,119.37,B,"Certification, Operations Specifications, and other Requirements For Commercial Operations",General Requirements,"(b) Maintains a principal base of operations in the Kingdom of Saudi Arabia, and"
,119,C,119.37,C,"Certification, Operations Specifications, and other Requirements For Commercial Operations",General Requirements,(c) Obtains an AOC.
,119,C,119.39,A,"Certification, Operations Specifications, and other Requirements For Commercial Operations",Certificate Application Requirements for All Commercial Operators.,(a) A person applying to the President for an AOC under this part must submit an application—
,119,C,119.39,-,"Certification, Operations Specifications, and other Requirements For Commercial Operations",Certificate Application Requirements for All Commercial Operators.,(1) In a form and manner prescribed by the President and
,119,C,119.39,-,"Certification, Operations Specifications, and other Requirements For Commercial Operations",Certificate Application Requirements for All Commercial Operators.,(2) Containing any information the President requires the applicant to submit.
,119,C,119.39,B,"Certification, Operations Specifications, and other Requirements For Commercial Operations",Certificate Application Requirements for All Commercial Operators.,(b) Each applicant must submit the application to the President at least 90 working days before the date of intended operation.
,119,C,119.39,C,"Certification, Operations Specifications, and other Requirements For Commercial Operations",Certificate Application Requirements for All Commercial Operators.,"(c) Each applicant for a certificate under this part and each applicant for operations specifications
authorizing a new kind of operation subject to GACAR Part 121 or 135 must conduct proving tests
as authorized by the President during the application process. All proving tests must be conducted
in a manner acceptable to the President and under the appropriate operating and maintenance
requirements of GACAR Part 121 or 135 that would apply if the applicant were fully certificated. The
President must issue a letter of authorization to each person stating the various authorities under
which the proving tests will be conducted."
,119,C,119.41,-,"Certification, Operations Specifications, and other Requirements For Commercial Operations",Contents of an AOC,The AOC includes—
,119,C,119.41,A,"Certification, Operations Specifications, and other Requirements For Commercial Operations",Contents of an AOC,"(a) The certificate holder’s business name,"
,119,C,119.41,B,"Certification, Operations Specifications, and other Requirements For Commercial Operations",Contents of an AOC,"(b) The location of the certificate holder’s principal base of operations,"
,119,C,119.41,C,"Certification, Operations Specifications, and other Requirements For Commercial Operations",Contents of an AOC,"(c) The certificate number and its expiration date,"
,119,C,119.41,D,"Certification, Operations Specifications, and other Requirements For Commercial Operations",Contents of an AOC,"(d) The certificate’s effective date, and"
,119,C,119.41,E,"Certification, Operations Specifications, and other Requirements For Commercial Operations",Contents of an AOC,"(e) The location, in a controlled document carried on board, where the contact details of operational management can be found."
,119,C,119.43,A,"Certification, Operations Specifications, and other Requirements For Commercial Operations",Issuing or Denying a Certificate,(a) An applicant may be issued an AOC if the President finds that the applicant—
,119,C,119.43,-,"Certification, Operations Specifications, and other Requirements For Commercial Operations",Issuing or Denying a Certificate,(1) Meets the applicable requirements of this part;
,119,C,119.43,-,"Certification, Operations Specifications, and other Requirements For Commercial Operations",Issuing or Denying a Certificate,"(2) Holds the economic authority applicable to the kinds of operations to be conducted, issued by the GACA, if required; and"
,119,C,119.43,-,"Certification, Operations Specifications, and other Requirements For Commercial Operations",Issuing or Denying a Certificate,"(3) Is properly and adequately equipped in accordance with the requirements of GACAR Part
121 or 135, as applicable, and is able to conduct a safe operation under appropriate provisions of GACAR Part 121 or 135 and operations specifications issued under this part."
,119,C,119.43,B,"Certification, Operations Specifications, and other Requirements For Commercial Operations",Issuing or Denying a Certificate,(b) An application for a certificate may be denied if the President finds that—
,119,C,119.43,-,"Certification, Operations Specifications, and other Requirements For Commercial Operations",Issuing or Denying a Certificate,"(1) The applicant is not properly or adequately equipped or is not able to conduct safe
operations."
,119,C,119.43,-,"Certification, Operations Specifications, and other Requirements For Commercial Operations",Issuing or Denying a Certificate,(2) The applicant previously held an AOC or OC that was revoked;
,119,C,119.43,-,"Certification, Operations Specifications, and other Requirements For Commercial Operations",Issuing or Denying a Certificate,"(3) The applicant intends to fill or currently fills a key management position listed in GACAR
Part 121 or 135, as applicable, with an individual who exercised control over or who held the
same or a similar position with a certificate holder whose certificate was revoked, or is in the
process of being revoked, and that individual materially contributed to the circumstances
causing revocation or causing the revocation process; and"
